live_weight_kg,backfat_mm,loin_depth_mm,age_days,market_class,value_usd
21.2,10,44.1,81,feeder_pig,87.62
26.7,9.7,37.6,81,feeder_pig,98.12
28,10.5,40.9,78,feeder_pig,100.7
23.4,10,35.7,74,feeder_pig,76.72
27.8,7.8,34.7,70,feeder_pig,95.24
21.2,8.1,36.5,60,feeder_pig,86.69
32.3,10,31.7,78,feeder_pig,116.54
32,11.5,31.1,76,feeder_pig,99.57
26,6.7,40.1,79,feeder_pig,101.3
28.5,10.5,40.5,64,feeder_pig,106.58
17.4,11.8,31,80,feeder_pig,67.77
22.4,9.8,38.9,91,feeder_pig,95.08
25.8,10.8,34.7,76,feeder_pig,100.09
22.7,8.9,36.4,75,feeder_pig,97.06
29.9,9.8,36.8,77,feeder_pig,105.01
35,7.6,39,91,feeder_pig,134.3
22.3,6.5,35.3,67,feeder_pig,81.59
23.7,11.4,40.6,77,feeder_pig,105.31
27.9,8.5,36.2,69,feeder_pig,103.83
33.4,9.3,37.5,71,feeder_pig,120.51
22.1,7.9,31.7,75,feeder_pig,80.59
28,7.9,43.6,86,feeder_pig,108.84
34.3,9.7,36.9,89,feeder_pig,122.57
20.4,8.9,37.9,79,feeder_pig,73.01
21.9,10.6,28.6,72,feeder_pig,77.69
25.3,10.7,31.7,95,feeder_pig,70.82
24.9,10.5,40,72,feeder_pig,89.95
30.3,10.4,36.1,70,feeder_pig,94.86
28,12.4,27.3,61,feeder_pig,88.59
19.9,8.4,39.2,86,feeder_pig,105.05
29.1,9.9,32.8,83,feeder_pig,111.24
24.7,11.7,40.6,94,feeder_pig,78.76
32.1,11.9,34.6,64,feeder_pig,107.85
24.5,7.9,35.8,87,feeder_pig,96.87
24.5,9.5,39.7,76,feeder_pig,88.45
29.2,12,31.4,81,feeder_pig,96.77
30.1,10.8,31,62,feeder_pig,100.29
28.8,10.3,34.2,87,feeder_pig,86.45
20.3,9.7,38.3,81,feeder_pig,72.8
29.2,9.4,29.7,75,feeder_pig,97.95
22.9,10.4,28.3,80,feeder_pig,82.01
27.9,9.6,38.3,69,feeder_pig,92.18
21.3,9.9,32.6,70,feeder_pig,73.88
28.8,10.1,33.4,71,feeder_pig,96.26
23.8,9,27.6,60,feeder_pig,91.05
21.9,10.8,32.3,82,feeder_pig,80.08
29.9,14.4,35,85,feeder_pig,109.74
28,7.3,38.7,69,feeder_pig,94.54
24.5,10.5,31.9,78,feeder_pig,87.99
32.8,8.9,41.6,73,feeder_pig,108.01
25.2,10.9,32.3,78,feeder_pig,92.57
27.1,10.1,32.3,70,feeder_pig,86.44
28.1,11.1,41.1,68,feeder_pig,113.91
24.5,11.8,35.8,83,feeder_pig,73.84
28.9,10.3,32.8,74,feeder_pig,110.46
24.9,11.7,34.4,91,feeder_pig,88.34
25.4,6.5,40.4,75,feeder_pig,100.3
32.5,12.4,40.9,68,feeder_pig,117.71
22.8,10.6,31.7,85,feeder_pig,89.39
17.3,11.6,34.8,80,feeder_pig,65.34
33.4,8.2,35.4,81,feeder_pig,114.42
37.2,8.8,31.1,85,feeder_pig,130.29
25.4,10.2,34.8,70,feeder_pig,83.02
19.3,10,35,74,feeder_pig,93.91
25.8,10.4,39.6,74,feeder_pig,96.33
25.9,11.6,39.8,65,feeder_pig,89.13
26.2,7.4,33.7,73,feeder_pig,86.42
22.5,11.5,34.1,86,feeder_pig,80.56
29.3,10,37.7,77,feeder_pig,84.67
29.1,9.7,32.7,64,feeder_pig,94.29
21,7.8,37.4,63,feeder_pig,81.56
29.8,10.8,34.6,88,feeder_pig,90.62
35.2,6.4,31.1,74,feeder_pig,118.85
27.7,11,31.2,70,feeder_pig,90.99
25.7,7.8,40.8,73,feeder_pig,90.61
26.4,10.1,34.4,63,feeder_pig,89.6
29.5,9.8,41.6,86,feeder_pig,105.7
20.1,11.8,32.9,72,feeder_pig,76.82
27.7,9.7,36.2,86,feeder_pig,90.67
25.4,9,44.6,75,feeder_pig,96.99
34.4,9.2,30.8,86,feeder_pig,108.31
26.3,11.9,27.4,77,feeder_pig,77.92
33.7,10.8,40.1,82,feeder_pig,108.24
22.6,9.4,31.7,81,feeder_pig,87.68
29.3,9.6,34.9,80,feeder_pig,103.81
28.3,7.6,32.7,78,feeder_pig,95.69
23.5,10.6,36.1,73,feeder_pig,91.68
27.7,7.4,31.2,90,feeder_pig,87.78
31.9,11.1,34.3,68,feeder_pig,95.86
25.7,10.2,36.8,75,feeder_pig,89.77
20.2,13.6,31,75,feeder_pig,86.04
26.9,8.3,32.2,78,feeder_pig,94.95
23.4,9.8,33.6,72,feeder_pig,83.24
25.6,12.7,29.3,78,feeder_pig,98.16
26.7,11.8,33.3,74,feeder_pig,88.65
20.2,9,35.5,62,feeder_pig,97.87
20.5,10.3,33.4,75,feeder_pig,74.47
28.9,10,33.9,66,feeder_pig,89.44
24.9,10.4,34.9,61,feeder_pig,87.58
16.7,9,32.4,76,feeder_pig,68.75
30.1,9.9,37.8,79,feeder_pig,95.74
28.1,7.6,40.7,79,feeder_pig,121.91
24.1,10.2,33.1,80,feeder_pig,88.96
21.7,10.7,36.9,60,feeder_pig,86.34
30.3,9.7,34,64,feeder_pig,97.2
28.4,7.6,36.5,91,feeder_pig,95.03
36.5,11.5,41.3,67,feeder_pig,124.95
28.7,10.5,37,80,feeder_pig,84.83
28.6,8.9,27.9,70,feeder_pig,85.61
26.3,9.6,36.8,76,feeder_pig,91.6
30.3,7.7,39.9,70,feeder_pig,116.26
29.5,8.5,34.1,79,feeder_pig,97.15
32,9.2,39,76,feeder_pig,110.87
24.9,11.8,32.2,71,feeder_pig,86.66
25.3,9,29.1,67,feeder_pig,98.38
25.1,11,35.6,77,feeder_pig,76.54
30.2,9.2,28,65,feeder_pig,103.97
33,10.4,34,78,feeder_pig,104.69
25.2,9.8,40.1,96,feeder_pig,100.05
25.3,11.3,27.4,86,feeder_pig,78.77
28.3,9.2,29.9,81,feeder_pig,95.05
26,7.6,30.9,74,feeder_pig,90.75
30.8,7.9,34.7,59,feeder_pig,95.77
18,9.2,33.5,64,feeder_pig,63.75
23.7,8.1,40.6,85,feeder_pig,86.32
23.9,10.6,38.8,69,feeder_pig,89.54
17.7,9.3,37,69,feeder_pig,68.94
23.1,13.6,35.6,74,feeder_pig,80.1
23.3,7.4,36.6,67,feeder_pig,73.55
26.2,10.3,31.6,65,feeder_pig,87.23
31.5,8.3,38.4,75,feeder_pig,115.05
26,9.3,30.6,68,feeder_pig,95.7
22.9,10.2,38.3,69,feeder_pig,85.67
26.8,6.5,39.7,69,feeder_pig,100.56
31.2,10.4,35.8,79,feeder_pig,96.59
23.1,12.9,34.3,73,feeder_pig,95.65
23.4,9.3,36.6,74,feeder_pig,103.88
29.2,10.4,23.6,80,feeder_pig,94.04
26.1,11.5,36.2,74,feeder_pig,112.05
29.6,9.8,34.5,73,feeder_pig,94.09
26.9,9.1,34.8,79,feeder_pig,84.29
29.8,6.6,37.8,80,feeder_pig,98.5
22.9,11,34.7,74,feeder_pig,82.17
27,9.8,30.4,76,feeder_pig,110.26
26.2,8.5,34.4,69,feeder_pig,90.79
22.1,10.2,35.3,68,feeder_pig,76.23
20.7,9.1,35.5,81,feeder_pig,73.82
29.7,9.2,35.6,79,feeder_pig,109.9
25.6,10.9,39.2,79,feeder_pig,100.18
22.9,8,30.7,77,feeder_pig,80.45
26.6,11.6,35.7,75,feeder_pig,77.08
31.5,7.9,40.2,81,feeder_pig,99.05
17.9,9,28.1,82,feeder_pig,85
21,12.9,35.7,82,feeder_pig,84.24
23.3,11.7,32.7,74,feeder_pig,83.77
32.8,10.1,33.5,86,feeder_pig,120.78
28.1,8.6,31.4,77,feeder_pig,111.31
30.1,9.2,34.3,80,feeder_pig,100.72
22.4,10.1,42.4,77,feeder_pig,87.26
22.5,10.1,29.9,77,feeder_pig,76.71
28.8,9.9,30.3,69,feeder_pig,93.31
27.2,10,29.8,81,feeder_pig,79.85
29.2,9.7,41.9,98,feeder_pig,90.51
26.2,7.8,33.2,72,feeder_pig,79.22
28.1,9.2,34.9,76,feeder_pig,105.58
27.6,11.4,33.4,71,feeder_pig,80.81
30.1,7.9,31.2,71,feeder_pig,116.1
30.2,9.7,34.1,87,feeder_pig,94.89
20.5,8.8,44.8,70,feeder_pig,99.36
18,10.2,40.6,71,feeder_pig,73.82
31,9.4,31.6,62,feeder_pig,88.95
31.8,12.2,37.6,69,feeder_pig,114.27
22.9,10.8,31.7,61,feeder_pig,93.8
19.6,8,27.9,80,feeder_pig,68.42
27.4,11,39.1,97,feeder_pig,93.38
30.7,8.8,39.6,72,feeder_pig,98.05
34.2,9.1,39.2,62,feeder_pig,111.6
29.1,10.5,33.1,82,feeder_pig,98.03
25.5,9.3,34.3,69,feeder_pig,88
23.4,11.3,38,85,feeder_pig,71.89
27,8.8,36.6,73,feeder_pig,91.01
25.8,9.1,33.4,70,feeder_pig,96.81
22.9,9,28.5,74,feeder_pig,80.76
35.2,9.2,35.5,81,feeder_pig,110.21
34.1,11.6,39.3,73,feeder_pig,102.94
31.5,10.9,30.2,71,feeder_pig,95.8
23.3,12.6,37.6,73,feeder_pig,96.25
30.4,13.4,36.3,65,feeder_pig,90.19
29.6,8.5,38,78,feeder_pig,108.09
28.8,10.1,38.5,61,feeder_pig,99.91
32,8.2,32.2,71,feeder_pig,106.9
29.5,8.8,28.5,81,feeder_pig,91.25
30,9.1,32.9,77,feeder_pig,97.36
29.5,8.4,38.6,80,feeder_pig,102.43
28.4,8.4,32.8,74,feeder_pig,92.99
19.9,9.8,32.2,84,feeder_pig,79.69
27.3,8.2,27.7,82,feeder_pig,96.01
24.8,11.3,42,79,feeder_pig,108.9
21.9,8.6,38.3,82,feeder_pig,87.68
33.7,14.2,38.1,81,feeder_pig,91.53
33.9,9.3,38.9,71,feeder_pig,120.89
32.4,10.1,37.3,64,feeder_pig,105.22
28,8.1,34,78,feeder_pig,113.22
32.4,12.6,34.3,79,feeder_pig,115.12
27,11.7,33.3,84,feeder_pig,87.65
27.8,10.4,45.5,68,feeder_pig,106.37
22.6,8,37.2,68,feeder_pig,82.17
28.6,10.3,33.1,79,feeder_pig,96.25
27.2,8.3,36.9,74,feeder_pig,102.06
21.8,12.2,31,60,feeder_pig,87.6
26.8,11.2,41,78,feeder_pig,102.66
26.7,10.1,32.4,60,feeder_pig,92.46
34.2,6.3,37,67,feeder_pig,133.57
30.6,8.5,39.3,86,feeder_pig,102.25
27,11,36.5,90,feeder_pig,80.99
28,11.8,35.4,65,feeder_pig,83.54
27.2,11.7,35,72,feeder_pig,104.77
26.2,7.6,34.8,75,feeder_pig,93.35
22.7,10.5,32.7,89,feeder_pig,84.16
26.4,11.5,33.2,71,feeder_pig,86.14
24,7.5,40.9,71,feeder_pig,88.63
22,10,34.6,87,feeder_pig,76.4
29,10.4,31.9,72,feeder_pig,100.2
28.6,9.5,32.9,81,feeder_pig,95.99
19.9,7.2,39.4,63,feeder_pig,86.2
26.5,9.5,37.7,74,feeder_pig,97.27
31,9.5,37.2,62,feeder_pig,100.79
31.2,9.8,34,67,feeder_pig,91.13
31.1,9.2,37.3,82,feeder_pig,92.34
27.2,9.3,32.4,75,feeder_pig,117.81
23.6,9.9,34,72,feeder_pig,97.83
22.7,10.7,38.9,69,feeder_pig,96.55
28.4,9.5,38.5,73,feeder_pig,93.73
28.5,9.4,31.1,77,feeder_pig,95.81
32.1,10.1,31.6,83,feeder_pig,96.82
31.4,7.1,35.4,54,feeder_pig,95.6
26.5,10.7,41.9,68,feeder_pig,90.98
22,10,27.3,76,feeder_pig,89.66
25.7,10.1,36.1,74,feeder_pig,98.24
27.9,11.4,29.5,78,feeder_pig,84.25
26.2,7.1,32.5,77,feeder_pig,90.69
24.7,7,33.5,73,feeder_pig,96.48
28,10.4,33.3,71,feeder_pig,90.36
25,10,32.9,73,feeder_pig,89.09
24.5,10.3,35,84,feeder_pig,91.37
28.2,9.3,32.9,69,feeder_pig,99.18
25.4,11,29.2,74,feeder_pig,88.71
28,11.4,38.1,76,feeder_pig,91.3
28.1,10.7,38,87,feeder_pig,92.85
22.4,9.6,38.4,73,feeder_pig,76.73
25.1,6.8,28.8,83,feeder_pig,76.69
32.8,11.2,36.2,85,feeder_pig,105.38
22.4,11.8,37.7,74,feeder_pig,90.22
18.5,11,30.9,73,feeder_pig,61.31
19.6,8.7,35,72,feeder_pig,80.84
27.1,11,34.5,73,feeder_pig,99.35
27.1,11.3,42.4,82,feeder_pig,82.09
26.5,12.3,42.7,77,feeder_pig,92.65
31.9,8.7,28.3,77,feeder_pig,115.54
16.3,9.7,45,66,feeder_pig,80.02
28.6,11.1,31.3,67,feeder_pig,79.73
33.2,10.1,38.9,92,feeder_pig,114.68
22.5,8.3,38.9,74,feeder_pig,81.33
25.5,10.6,31,69,feeder_pig,93.65
24,10.9,37,86,feeder_pig,82.06
23.4,10.1,34.6,77,feeder_pig,85.28
25.7,10.3,37.2,80,feeder_pig,87.6
32.7,9.6,35.9,74,feeder_pig,107.24
34.3,12.2,39.8,72,feeder_pig,106.06
25.7,8.6,35.3,74,feeder_pig,90.52
34.6,9.1,34.3,64,feeder_pig,101.59
27.1,10,39.4,74,feeder_pig,100.25
34,11.3,37.3,77,feeder_pig,110.81
26.6,7.8,37.9,90,feeder_pig,83.3
27.5,8,32.3,76,feeder_pig,103.19
28.5,6.9,30.8,56,feeder_pig,96.17
39.7,10,32.7,74,feeder_pig,121.98
30.4,8.3,32.5,97,feeder_pig,107.61
24.2,9.4,38.1,82,feeder_pig,92.4
30.9,11,38.9,69,feeder_pig,112.95
25.6,9,34.4,80,feeder_pig,88.97
25,10.3,40.7,69,feeder_pig,100.39
30.6,9.6,40.5,64,feeder_pig,105.87
27.1,11,36,72,feeder_pig,97.88
28.1,10.7,31.7,76,feeder_pig,97.34
27.1,9,41.3,60,feeder_pig,108
28.3,9.7,34.8,66,feeder_pig,102.67
28.7,11.6,35.5,75,feeder_pig,93.07
19.3,10.6,33.6,72,feeder_pig,70.65
29.7,7.9,31.4,78,feeder_pig,99.32
23.1,11,29.1,65,feeder_pig,75.49
21.2,8.4,37.5,81,feeder_pig,75.25
26.8,12.1,31.9,66,feeder_pig,73.21
27.3,11.5,47.2,88,feeder_pig,87.07
24.2,10.4,30.7,61,feeder_pig,101.15
30.3,10.2,30,66,feeder_pig,93.25
21.6,9.7,37,78,feeder_pig,98.49
25.4,11,41.1,88,feeder_pig,95.86
24.7,9.4,35.3,78,feeder_pig,89.07
26.8,10.4,37.3,80,feeder_pig,82.29
28.1,11.3,27.6,75,feeder_pig,91.62
23,9.2,32.3,67,feeder_pig,99.53
29.9,9.1,30.7,71,feeder_pig,111.31
27.3,8.2,27.4,65,feeder_pig,94.39
19.4,8.4,35.5,65,feeder_pig,69.52
19.2,7.3,26,78,feeder_pig,66.74
27,11.1,29.7,66,feeder_pig,83.55
26.1,12.7,32.9,78,feeder_pig,98.94
26.6,12.1,31.7,65,feeder_pig,102.74
26.9,7.6,36.6,77,feeder_pig,97.97
27.9,11.1,36.2,71,feeder_pig,93.18
30.8,12.1,38.6,86,feeder_pig,114.77
22.6,9.3,38,78,feeder_pig,78.45
22.3,10.2,39.6,85,feeder_pig,86.11
22.6,7,35,69,feeder_pig,90.32
28.2,10.4,36.2,75,feeder_pig,89.92
32,8.4,37,67,feeder_pig,102.09
25.3,10.3,35.6,72,feeder_pig,84.51
17,7.7,33.4,73,feeder_pig,84.27
20.2,10.8,33.7,69,feeder_pig,92.96
23.7,11.5,31.7,65,feeder_pig,84.71
24.8,8.8,36.7,64,feeder_pig,88.72
25.4,8.3,34.6,56,feeder_pig,86.74
27.2,6.8,32.3,67,feeder_pig,95.56
25.8,9.6,32.4,80,feeder_pig,85.88
31.2,9.1,30.2,62,feeder_pig,100.68
24.3,7.7,38.9,64,feeder_pig,95.06
23.6,10.7,35.3,89,feeder_pig,82.77
28.9,9.3,31.5,70,feeder_pig,95.37
20.9,8.4,38.2,78,feeder_pig,81.88
28.6,9.2,32.8,80,feeder_pig,94.42
27.4,11.6,29.4,80,feeder_pig,87.17
26.4,10.9,39.1,63,feeder_pig,100.01
33.4,9.8,32.9,73,feeder_pig,92.92
24.5,10.9,33.4,62,feeder_pig,99.47
35.2,8.3,35.2,95,feeder_pig,114.48
26.1,10,39.6,62,feeder_pig,99.1
21.9,10.2,35.1,67,feeder_pig,88.37
27.3,9.3,30.2,67,feeder_pig,87.06
22.7,10.7,37.2,63,feeder_pig,77.67
24,8.8,33.1,86,feeder_pig,79.05
28.6,10.8,42.6,94,feeder_pig,98.6
29.2,10.8,35,71,feeder_pig,103.69
24.5,5.6,26.1,64,feeder_pig,82.8
30.9,11.8,36.4,57,feeder_pig,106.6
31.6,5.4,42.8,73,feeder_pig,92.66
32.7,9.1,41.3,72,feeder_pig,107.23
29.1,11.5,42.3,70,feeder_pig,110.31
32.5,9.5,30.9,77,feeder_pig,102.98
19.5,7.8,38.6,78,feeder_pig,74.33
25.7,8.4,32.1,78,feeder_pig,85.62
23.5,11.5,35.9,72,feeder_pig,61.23
27.5,7.1,29.9,66,feeder_pig,86.68
24.7,11.7,32.4,80,feeder_pig,94.64
26.3,9.9,32.3,75,feeder_pig,86.43
34.5,8.2,38.6,82,feeder_pig,109.92
26.3,9.1,38.2,81,feeder_pig,76.03
28.7,8.5,36.1,64,feeder_pig,86.34
26.1,11.3,29.6,64,feeder_pig,97.7
27.3,11.1,33.8,69,feeder_pig,98.02
27,7.4,32,67,feeder_pig,84.1
28.8,9.4,38.5,81,feeder_pig,95.05
31.7,8.7,39.7,78,feeder_pig,107.4
33.6,11.9,39.2,84,feeder_pig,99.43
28.2,8,32,78,feeder_pig,80.61
29.4,12.4,24,77,feeder_pig,90.49
22.4,10,27.9,85,feeder_pig,84.81
26.6,8.3,40.7,79,feeder_pig,101.96
30.8,9,33.4,76,feeder_pig,109.26
30.5,8.8,32,87,feeder_pig,88.63
27.8,8.1,41.6,76,feeder_pig,100.94
30.5,10.1,40.1,73,feeder_pig,101.92
29,8.2,35.1,68,feeder_pig,99.09
31.8,6.7,33.8,81,feeder_pig,104.81
28.2,9.4,34.5,85,feeder_pig,91.49
25.6,7.3,35.9,75,feeder_pig,69.29
28.3,8.9,41.4,85,feeder_pig,110.13
15.3,8.6,36.7,59,feeder_pig,72.77
28.5,8.7,37.9,75,feeder_pig,87.82
12.4,13,39.7,75,feeder_pig,65.52
20.1,10.1,30.3,69,feeder_pig,72.71
28.8,10.4,38,94,feeder_pig,95.69
28.9,7.3,33.8,74,feeder_pig,93.49
22.4,9,24.9,72,feeder_pig,83.83
24.2,10.3,26.5,75,feeder_pig,76.85
32.5,8.5,30.9,59,feeder_pig,96.38
25.1,11.4,37.1,69,feeder_pig,98.7
36,8.2,35.5,83,feeder_pig,113.96
27,9.6,35.7,70,feeder_pig,93.39
28.6,9.1,42.8,68,feeder_pig,107.58
33.5,10.2,29.9,85,feeder_pig,100.15
27.5,9,34.9,86,feeder_pig,92
23,9.6,36.2,79,feeder_pig,88.47
26.6,9.6,32.1,71,feeder_pig,79.56
26.9,8.9,35.1,73,feeder_pig,96.38
21.5,10.7,28.6,69,feeder_pig,71.99
26,10.4,40.6,67,feeder_pig,101.02
24,9.9,32.3,67,feeder_pig,90.4
30.7,9.4,43.1,70,feeder_pig,109.89
27.1,11.2,34.9,67,feeder_pig,80.25
25.9,9.6,39.1,62,feeder_pig,93.02
26.6,9.5,34.8,77,feeder_pig,83.9
27.9,10.2,34.9,77,feeder_pig,95.38
29.5,12.5,32.7,89,feeder_pig,77.73
23,8,35.5,70,feeder_pig,74.62
22.8,11.2,36.3,77,feeder_pig,93.86
31.4,7.2,31.9,78,feeder_pig,107.22
25.4,10.3,34.5,73,feeder_pig,87.06
21.3,12.4,32.6,81,feeder_pig,70.97
28.8,10.7,44.2,81,feeder_pig,93.23
28.9,10.3,34.6,78,feeder_pig,99.24
20.9,9.2,41.2,73,feeder_pig,81.47
27.9,10,34.2,72,feeder_pig,107.85
29.9,9.6,36,64,feeder_pig,99.62
28.5,8.8,29.7,69,feeder_pig,95.98
29.5,9.6,33.2,70,feeder_pig,87.71
21.4,10.3,35.8,66,feeder_pig,78.85
28.3,8.8,41.3,79,feeder_pig,102.29
25.8,8.8,35.9,85,feeder_pig,89.69
25.1,8,40.5,68,feeder_pig,90.18
30.5,10.6,37.6,77,feeder_pig,105.04
32.9,10.8,41.5,67,feeder_pig,121.61
34.2,10.3,34.8,73,feeder_pig,110.56
32.3,11.4,44.6,69,feeder_pig,118.39
26.6,10.1,33.1,80,feeder_pig,96.96
28.4,10.6,31.9,70,feeder_pig,103.62
30.1,10.5,30.2,83,feeder_pig,93.04
27.5,9.9,44.3,73,feeder_pig,98.07
27.5,9.2,38.3,70,feeder_pig,95.67
30.3,13.3,33.7,65,feeder_pig,102.24
126.5,17.4,63.1,163,market_hog,300.5
130.4,17.3,61.7,168,market_hog,298.12
126.6,16.3,66.3,169,market_hog,308.33
138.4,19.1,65,173,market_hog,298.22
133.6,18.6,47.1,169,market_hog,282.33
123.2,14,64.7,181,market_hog,305.95
123.1,13.9,57,162,market_hog,291.71
127.8,19.1,54.9,162,market_hog,281.36
120,16,61.1,172,market_hog,287.52
132,18.8,64.1,174,market_hog,292.04
127.2,20,53.8,163,market_hog,277.61
126.5,14.8,65.5,170,market_hog,305.37
129.1,14.5,65.8,172,market_hog,296.82
135.3,22.2,62.2,172,market_hog,295.39
126,18.9,57.7,176,market_hog,272.32
124.3,17,57.1,170,market_hog,279
134.1,15.7,67.1,187,market_hog,311.67
130.8,16.7,54.4,179,market_hog,281.92
123.1,15,67.3,169,market_hog,300.2
125,20.2,61.2,176,market_hog,283.89
126.2,16.1,61.5,176,market_hog,287.35
127.2,20.7,53.5,185,market_hog,278.72
116.9,17,61.3,170,market_hog,266.41
115.7,15.4,65.1,181,market_hog,296.49
119.7,16.9,55.3,175,market_hog,269.75
119.2,11.4,64.5,187,market_hog,284.89
121.1,17.7,62.4,185,market_hog,274.9
128.8,17.6,58.8,177,market_hog,299.58
124,20.1,66.3,173,market_hog,286.22
126.2,13.3,51,179,market_hog,272.86
117.7,20.9,63.7,174,market_hog,277.22
122.2,20.1,70.1,188,market_hog,288.47
128.5,21.1,69.2,176,market_hog,303.86
128.6,17.9,63.9,172,market_hog,304.69
120.7,20.5,60.5,171,market_hog,275.66
126,14.3,58.8,165,market_hog,312.33
138.2,19.8,60.5,179,market_hog,280.77
124.9,16.1,64.7,168,market_hog,290.1
120.8,13.9,58,184,market_hog,281.08
124,15.2,65.8,165,market_hog,316.63
125.6,18,72.7,176,market_hog,320.37
124.1,15.9,61.7,184,market_hog,301.48
124.8,18.9,55.3,158,market_hog,270.42
116.3,13.5,55.3,191,market_hog,263.51
119.2,12.7,65.9,172,market_hog,287.14
124.1,21.4,61.7,176,market_hog,273.9
124,20.3,66.4,180,market_hog,301.18
121.6,15.4,59.3,181,market_hog,281.82
123.9,18,66.2,177,market_hog,292.47
125.4,20.5,61.2,183,market_hog,289.61
130.3,19,58.3,179,market_hog,275.21
124.4,18.4,60,189,market_hog,284.56
127.4,20.7,56,179,market_hog,269.42
121.8,16.2,71.9,191,market_hog,299.13
128.4,18.1,61.5,182,market_hog,288.27
127.3,18,65.2,161,market_hog,292.16
130.2,17.3,59.3,196,market_hog,295.12
129.3,17,56.7,170,market_hog,290.81
128.5,18.2,60.8,187,market_hog,290.08
124.4,18.1,67.5,175,market_hog,298.96
126.5,15.4,59.4,183,market_hog,285.67
131.4,20,57.6,169,market_hog,291.98
121.1,15.6,62.8,180,market_hog,285.92
121.2,17.5,64.5,173,market_hog,282.67
126.1,17.3,70.2,188,market_hog,298.06
127.5,18.9,63.8,179,market_hog,291.7
120.1,12.7,65.2,182,market_hog,309.75
124.6,20.2,65.6,158,market_hog,288.78
124.4,16.3,56.2,174,market_hog,273.49
111.7,21,57.2,178,market_hog,250.42
123.7,16.8,56.6,177,market_hog,277.23
124.1,17.9,55.3,183,market_hog,279.84
124,22.8,66,172,market_hog,278.79
133.5,17.3,63.5,175,market_hog,312.63
117.7,21.1,62.4,184,market_hog,263.32
120.1,18.1,49,157,market_hog,270.87
109.3,19,72.3,180,market_hog,253.16
122.1,18.2,57.5,172,market_hog,274.15
122.6,20.1,72.3,168,market_hog,307.08
121.9,16.3,54.8,178,market_hog,277.18
131.6,15.5,57.9,185,market_hog,314.32
130.2,16.4,51,183,market_hog,280.52
125.5,18.2,63.8,174,market_hog,294.13
122.8,17.4,56.5,182,market_hog,293.21
131.2,19.8,56.6,182,market_hog,273.13
124.9,21.3,55.1,174,market_hog,258.74
120.1,15.6,65.9,169,market_hog,283.67
114.7,16.2,65.6,170,market_hog,281
122.4,14.4,71.1,182,market_hog,292.21
129.5,23.1,58.6,175,market_hog,284.69
138.7,18.8,63.1,167,market_hog,304.7
125.4,19.2,55.6,162,market_hog,293.73
120.4,14.6,60.3,182,market_hog,292.67
117.9,18,59.4,171,market_hog,273.16
128.3,19.3,64.3,178,market_hog,305.51
114.4,17.4,67.1,185,market_hog,277.78
128.3,20.7,67,165,market_hog,292.2
129.9,23.8,57.8,175,market_hog,268.6
127.6,15.6,67,174,market_hog,300.62
123.7,15.4,61.8,178,market_hog,291.28
128.4,15.8,60.4,185,market_hog,297.31
126,22,58.5,164,market_hog,260.23
120.3,20.6,59.2,180,market_hog,268.68
136.1,17.7,70.7,183,market_hog,313.87
122.9,18.1,63.5,174,market_hog,291.64
129.7,16,62.9,174,market_hog,313.8
110.5,20.2,60.7,178,market_hog,247.41
132.7,17.1,74.2,178,market_hog,311.01
133.8,17.3,68.5,180,market_hog,295.53
125.2,19.5,58.4,179,market_hog,286.39
128.4,17.5,60.6,167,market_hog,285.86
128.4,17.4,60.9,183,market_hog,300.4
121.1,18,62.7,184,market_hog,293.8
128.3,20,58.5,176,market_hog,272.18
120.1,22.1,64.2,163,market_hog,278.92
121.3,19.5,69.3,174,market_hog,300.29
131.8,20,55.4,177,market_hog,291.73
130.8,17.5,56.4,166,market_hog,272.4
120.8,16.2,59.6,172,market_hog,274.1
120.6,19.6,59.8,164,market_hog,263.75
121.1,18.4,72,180,market_hog,299.96
129.4,14.4,67,176,market_hog,313.11
119,17.2,66.7,162,market_hog,263.91
127.1,17.8,60.7,178,market_hog,288.22
129.5,16.7,60.6,175,market_hog,302.12
124.5,21.7,54.7,179,market_hog,270.95
131.1,19.2,65.9,172,market_hog,301.47
123.2,21.4,64.5,169,market_hog,279.81
123.7,18.7,68.4,169,market_hog,286.43
119.1,18.2,60.9,171,market_hog,274.89
131.1,15.7,61.3,175,market_hog,300.82
120.4,18,62.9,176,market_hog,286.33
127.1,18,66.5,173,market_hog,304.5
124.6,14.6,54.6,172,market_hog,284.67
118.7,16.7,65.7,172,market_hog,293.03
121.3,17.2,61.9,195,market_hog,280.45
133.3,19,56.7,169,market_hog,277.1
126.2,19.2,51.6,171,market_hog,276.68
118.9,16.5,61.3,201,market_hog,279.56
126.8,19.2,69.2,178,market_hog,304.13
124.1,17.5,70.4,164,market_hog,290.9
145.7,10.8,63.8,182,market_hog,329.04
126.7,16.8,71.8,168,market_hog,314.39
122.7,20.7,61.8,182,market_hog,276.82
133.5,13.8,66.8,173,market_hog,306.85
114,18.3,59.7,171,market_hog,268.01
125.6,22,59.4,188,market_hog,269.22
137,16.1,58.6,180,market_hog,317.03
124.3,18,51.7,183,market_hog,267.41
114.6,14.7,68.4,178,market_hog,295.17
122.6,22.1,58.8,171,market_hog,270.15
133.7,17.8,58,180,market_hog,305.91
127.3,18.1,56.1,185,market_hog,277.53
120,21.4,61,176,market_hog,271.01
120.9,19.7,70.8,189,market_hog,297.38
121.6,15.8,72.5,182,market_hog,308.07
127.2,16.4,53.7,177,market_hog,291.88
